sample	total_markers	markers_hit	frac_markers_hit	mean_marker_count
T1327A_28082007_D1_D2	79025	79025	1.000000	5285.829775
T1327A_29092014_Q2_Q3	61859	61859	1.000000	3779.674130
T1327B_13112006_D1_D2	77181	77181	1.000000	19358.223436
T1327B_28082007_D1_D2	72315	72315	1.000000	3487.866003
T1327B_29092014_Q2_Q3	49699	49699	1.000000	3113.672529
T1327C_13112006_D1_D2	73728	73728	1.000000	6057.915799
T1327C_28082007_D1_D2	73344	73344	1.000000	1778.428433
T1327C_29092014_Q2_Q3	72063	72063	1.000000	1733.313212
T1329A_02102014_Q2_Q3	71417	71417	1.000000	3180.732655
T1329A_06112006_D1_D2	57192	57192	1.000000	13430.761715
T1329A_23112007_D1_D2	85797	85797	1.000000	43296.346271
T1329B_02102014_Q2_Q3	44115	44115	1.000000	1034.760467
T1329B_06112006_D1_D2	62686	62686	1.000000	13083.634671
T1329B_23112007_D1_D2	87411	87411	1.000000	37532.235439
T1333A_12022007_D1_D2	75626	75626	1.000000	12620.315487
T1333A_22012016_Q2_Q3	60299	60299	1.000000	914.257765
T1333A_9072008_D1_D2	84342	84342	1.000000	11009.213524
T1333B_12022007_D1_D2	79760	79760	1.000000	27653.019157
T1333B_22012016_Q2_Q3	61118	61118	1.000000	1691.439412
T1333B_9072008_D1_D2	83330	83330	1.000000	6955.649082
T1337A_15112006_D1_D2	82728	82728	1.000000	33909.363915
T1337A_16042014_Q2_Q3	67772	67772	1.000000	1656.306011
T1337A_22102007_D1_D2	86033	86033	1.000000	14027.307324
T1337B_15112006_D1_D2	81467	81467	1.000000	24632.835565
T1337B_16042014_Q2_Q3	70419	70419	1.000000	8085.636391
T1337B_22102007_D1_D2	86789	86789	1.000000	25641.533766
T1338A_04022008_D1_D2	86382	86382	1.000000	10814.880519
T1338A_05012007_D1_D2	84157	84157	1.000000	13308.638046
T1338A_29092014_Q2_Q3	60429	60429	1.000000	1434.120489
T1338B_04022008_D1_D2	86423	86423	1.000000	17452.880090
T1338B_05012007_D1_D2	83570	83570	1.000000	14339.509357
T1338B_29092014_Q2_Q3	69053	69053	1.000000	2164.204205
T1345A_08012008_D1_D2	83340	83340	1.000000	15305.791265
T1345A_22012007_D1_D2	79609	79609	1.000000	18100.316823
T1345A_29092014_Q2_Q3	61508	61508	1.000000	1177.938821
T1345B_08012008_D1_D2	80738	80738	1.000000	5578.631227
T1345B_22012007_D1_D2	81523	81523	1.000000	10364.269507
T1345B_29092014_Q2_Q3	39324	39324	1.000000	865.627301
T1349A_30042007_D1_D2	84320	84320	1.000000	19312.920683
T1349A_30092014_Q2_Q3	59746	59746	1.000000	1968.689301
T1349B_30042007_D1_D2	84233	84233	1.000000	11091.286016
T1349B_30092014_Q2_Q3	60266	60266	1.000000	1495.145074
T1351A_03102014_Q2_Q3	59603	59603	1.000000	2878.787058
T1351A_08022008_D1_D2	84153	84153	1.000000	8915.054151
T1351B_03102014_Q2_Q3	56124	56124	1.000000	1505.008000
T1351B_08022008_D1_D2	82938	82938	1.000000	8521.120729
T1357A_14042014_Q2_Q3	75844	75844	1.000000	7014.159999
T1357A_29112006_D1_D2	71916	71916	1.000000	25470.229685
T1357B_14042014_Q2_Q3	80194	80194	1.000000	9589.876849
T1357B_29112006_D1_D2	78924	78924	1.000000	41543.022401
T1360A_2102007_D1_D2	85930	85930	1.000000	28933.426184
T1360A_29012007_D1_D2	79578	79578	1.000000	21913.682261
T1360B_2102007_D1_D2	83521	83521	1.000000	12649.997174
T1360B_29012007_D1_D2	73754	73754	1.000000	29739.052011
T1360B_7072015_Q2_Q3	56339	56339	1.000000	911.633646
T1361A_18012016_Q2_Q3	80370	80370	1.000000	4156.699042
T1361A_20122006_D1_D2	67318	67318	1.000000	4864.785763
T1361A_3102008_D1_D2	71540	71540	1.000000	1911.148099
T1361B_20122006_D1_D2	82447	82447	1.000000	22293.083714
T1361B_3102008_D1_D2	86568	86568	1.000000	12722.113079
T1365A_27082007_D1_D2	85690	85690	1.000000	20124.717237
T1365A_5022007_D1_D2	84262	84262	1.000000	18474.089720
T1365B_10072015_Q2_Q3	73975	73975	1.000000	2181.774289
T1365B_27082007_D1_D2	87864	87864	1.000000	22648.907027
T1365B_5022007_D1_D2	85655	85655	1.000000	26208.857218
T1366A_10122007_D1_D2	83918	83918	1.000000	13103.494578
T1366A_21122006_D1_D2	64685	64685	1.000000	5961.573178
T1366A_30062015_Q2_Q3	57385	57385	1.000000	2996.792019
T1366B_10122007_D1_D2	84720	84720	1.000000	13054.661308
T1366B_21122006_D1_D2	72891	72891	1.000000	14806.468467
T1366B_Q2_Q3_30062015	57988	57988	1.000000	1082.126957
T1368A_4012007_D1_D2	79938	79938	1.000000	23237.362831
T1368A_9072015_Q2_Q3	40788	40788	1.000000	887.929293
T1368B_4012007_D1_D2	79175	79175	1.000000	39745.072018
T1368B_9072015_Q2_Q3	44638	44638	1.000000	1322.362606
T1374A_02102014_Q2_Q3	69966	69966	1.000000	1991.010305
T1374A_27102008_D1_D2	15920	15920	1.000000	342.382663
T1374B_02102014_Q2_Q3	67885	67885	1.000000	1732.184547
T1374B_27102008_D1_D2	49978	49978	1.000000	1211.225539
T1376A_29012007_D1_D2	69563	69563	1.000000	8079.543435
T1376A_3072015_Q2_Q3	73797	73797	1.000000	3723.366546
T1376B_29012007_D1_D2	65825	65825	1.000000	5393.165849
T1376B_3072015_Q2_Q3	68023	68023	1.000000	1563.549226
T1382A_20042015_Q2_Q3	58893	58893	1.000000	913.210755
T1382A_25102007_D1_D2	84961	84961	1.000000	10648.998046
T1382B_20042015_Q2_Q3	57726	57726	1.000000	1050.291134
T1382B_25102007_D1_D2	88848	88848	1.000000	37867.341156
T1389A_22012007_D1_D2	86986	86986	1.000000	12608.771388
T1389A_23072007_D1_D2	86217	86217	1.000000	7781.300393
T1389A_9042015_Q2_Q3	61774	61774	1.000000	2556.499968
T1389B_22012007_D1_D2	83800	83800	1.000000	13215.540644
T1389B_23072007_D1_D2	81213	81213	1.000000	4970.965276
T1389B_9042015_Q2_Q3	57069	57069	1.000000	1922.889397
T1390A_19092007_D1_D2	84457	84457	1.000000	59616.577927
T1390A_30062015_Q2_Q3	20451	20451	1.000000	2364.359738
T1390A_3012007_D1_D2	82019	82019	1.000000	10892.587986
T1390B_19092007_D1_D2	84741	84741	1.000000	52374.290993
T1390B_30062015_Q2_Q3	58365	58365	1.000000	837.494320
T1390B_3012007_D1_D2	78998	78998	1.000000	4590.961417
T1392A_2032007_D1_D2	82209	82209	1.000000	22993.026360
T1392A_3072015_Q2_Q3	68923	68923	1.000000	1738.368745
T1392A_3122008_D1_D2	87768	87768	1.000000	13088.700267
T1392B_2032007_D1_D2	83674	83674	1.000000	26810.904570
T1392B_3072015_Q2_Q3	82737	82737	1.000000	6190.376905
T1392B_3122008_D1_D2	88043	88043	1.000000	8110.695774
T1393A_23012007_D1_D2	84455	84455	1.000000	28526.613475
T1393A_3072015_Q2_Q3	72152	72152	1.000000	2966.332659
T1393A_3102007_D1_D2	84076	84076	1.000000	7516.134378
T1393B_23012007_D1_D2	83624	83624	1.000000	24130.106728
T1393B_3072015_Q2_Q3	70473	70473	1.000000	2328.339023
T1393B_3102007_D1_D2	85752	85752	1.000000	14877.277964
T1394A_15102007_D1_D2	87871	87871	1.000000	25431.327685
T1394A_30092014_Q2_Q3	70180	70180	1.000000	2277.439256
T1394B_15102007_D1_D2	85454	85454	1.000000	7111.702495
T1395A_19112007_D1_D2	88259	88259	1.000000	12106.973827
T1395A_2012007_D1_D2	85164	85164	1.000000	35805.572214
T1395B_19112007_D1_D2	88021	88021	1.000000	15117.910112
T1395B_2012007_D1_D2	79682	79682	1.000000	13664.281406
T1395C_19112007_D1_D2	88171	88171	1.000000	19140.418754
T1395C_2012007_D1_D2	82788	82788	1.000000	28349.467387
T1395C_7072015_Q2_Q3	59975	59975	1.000000	6296.209587
T1397A_29092014_Q2_Q3	76191	76191	1.000000	9754.904201
T1397B_29092014_Q2_Q3	75202	75202	1.000000	11307.526874
T1398A_01102014_Q2_Q3	64210	64210	1.000000	1431.867326
T1398A_04022008_D1_D2	55948	55948	1.000000	5927.390523
T1398B_01102014_Q2_Q3	65845	65845	1.000000	1781.398709
T1398B_04022008_D1_D2	83919	83919	1.000000	13625.447086
T1402A_13072007_D1_D2	84777	84777	1.000000	6610.326574
T1402A_24012007_D1_D2	83576	83576	1.000000	17433.096236
T1402A_6072015_Q2_Q3	73711	73711	1.000000	2193.122465
T1402B_13072007_D1_D2	86449	86449	1.000000	15795.161910
T1402B_24012007_D1_D2	76919	76919	1.000000	6364.009894
T1402B_6072015_Q2_Q3	77298	77298	1.000000	2799.537815
T1407A_10072015_Q2_Q3	44034	44034	1.000000	852.714630
T1407A_22012007_D1_D2	81160	81160	1.000000	17893.951294
T1407B_10072015_Q2_Q3	57252	57252	1.000000	1132.437766
T1407B_22012007_D1_D2	83050	83050	1.000000	23645.298555
T1409A_16012008_D1_D2	84475	84475	1.000000	16777.561503
T1409A_16042014_Q2_Q3	82247	82247	1.000000	7440.912994
T1409A_20052007_D1_D2	81431	81431	1.000000	46578.408751
T1409B_16012008_D1_D2	85705	85705	1.000000	35873.591704
T1409B_16042014_Q2_Q3	78794	78794	1.000000	4235.532845
T1409B_20052007_D1_D2	81390	81390	1.000000	43833.267760
T1412A_14042014_Q2_Q3	64879	64879	1.000000	2632.209390
T1412A_4012008_D1_D2	85326	85326	1.000000	21791.198908
T1412B_14042014_Q2_Q3	67738	67738	1.000000	5808.797809
T1412B_4012008_D1_D2	85547	85547	1.000000	22256.122588
T1416A_15042014_Q2_Q3	80166	80166	1.000000	14868.830389
T1416A_20112007_D1_D2	81781	81781	1.000000	40327.198677
T1416A_21042007_D1_D2	72730	72730	1.000000	23090.128846
T1416B_15042014_Q2_Q3	77381	77381	1.000000	2666.991988
T1416B_20112007_D1_D2	84589	84589	1.000000	30915.450390
T1416B_21042007_D1_D2	79484	79484	1.000000	45079.624201
T1420A_11092007_D1_D2	88101	88101	1.000000	20818.706076
T1420A_16042014_Q2_Q3	76406	76406	1.000000	5156.680405
T1420A_25022007_D1_D2	75646	75646	1.000000	9328.444478
T1420B_11092007_D1_D2	86445	86445	1.000000	8381.321094
T1420B_16042014_Q2_Q3	83252	83252	1.000000	9024.598929
T1420B_25022007_D1_D2	71599	71599	1.000000	5110.321443
T1425A_20042015_Q2_Q3	81707	81707	1.000000	5525.106551
T1425A_24042007_D1_D2	81820	81820	1.000000	40329.045710
T1425B_20042015_Q2_Q3	64293	64293	1.000000	2402.228547
T1425B_24042007_D2	82439	82439	1.000000	36455.174978
T1433A_16032007_D1_D2	80132	80132	1.000000	22822.636238
T1433B_10072015_Q2_Q3	67130	67130	1.000000	2725.262312
T1433B_16032007_D1_D2	80367	80367	1.000000	25955.837931
T1443A_10042007_D1_D2	69921	69921	1.000000	3195.805495
T1443A_20012016_Q2_Q3	67294	67294	1.000000	3033.636996
T1443A_31032008_D1_D2	83759	83759	1.000000	6396.925333
T1443B_10042007_D1_D2	77562	77562	1.000000	5778.045873
T1443B_20012016_Q2_Q3	76641	76641	1.000000	4042.192704
T1443B_31032008_D1_D2	87069	87069	1.000000	12066.354420
T1444A_03102014_Q2_Q3	46150	46150	1.000000	711.605720
T1444A_21112007_D1_D2	79927	79927	1.000000	5505.929448
T1444B_03102014_Q2_Q3	72698	72698	1.000000	1778.192605
T1444B_08032007_D1_D2	75066	75066	1.000000	28989.526657
T1444B_21112007_D1_D2	79711	79711	1.000000	9988.235463
T1447A_15032007_D1_D2	80932	80932	1.000000	41217.497850
T1447A_4082008_D1_D2	85082	85082	1.000000	8359.286747
T1447B_15032007_D1_D2	80967	80967	1.000000	22529.204651
T1447B_4082008_D1_D2	86217	86217	1.000000	17978.640860
T1449A_18022008_D1_D2	86525	86525	1.000000	15295.691754
T1449B_18022008_D1_D2	85967	85967	1.000000	13814.022299
T1451A_24102007_D1_D2	86317	86317	1.000000	19668.536986
T1451A_30062015_Q2_Q3	37242	37242	1.000000	1003.390527
T1451B_24102007_D1_D2	84708	84708	1.000000	20628.581338
T1451B_30062015_Q2_Q3	55462	55462	1.000000	1527.979608
T1453A_13112007_D1_D2	85209	85209	1.000000	37720.351782
T1453A_28092015_Q2_Q3	72473	72473	1.000000	5939.157452
T1453A_9032007_D1_D2	81103	81103	1.000000	14330.984871
T1453B_13112007_D1_D2	83857	83857	1.000000	19018.847192
T1453B_9032007_D1_D2	82639	82639	1.000000	27953.074033
T1459A_14112007_D1_D2	82876	82876	1.000000	4104.296612
T1459A_22052015_Q2_Q3	70901	70901	1.000000	1794.550514
T1459A_7032007_D1_D2	72724	72724	1.000000	14835.556226
T1459B_14112007_D1_D2	84772	84772	1.000000	6897.634891
T1459B_22052015_Q2_Q3	78171	78171	1.000000	3771.064999
T1459B_7032007_D1_D2	80998	80998	1.000000	20195.144991
T1467A_23052007_D1_D2	77918	77918	1.000000	19446.404464
T1467A_7012008_D1_D2	86776	86776	1.000000	33432.851768
T1467A_7072015_Q2_Q3	66993	66993	1.000000	1380.888361
T1467B_23052007_D1_D2	80023	80023	1.000000	46154.497569
T1467B_7012008_D1_D2	86392	86392	1.000000	25416.258982
T1467B_7072015_Q2_Q3	65035	65035	1.000000	977.422296
T1468A_04122007_D1_D2	82838	82838	1.000000	10056.200403
T1468A_30092014_Q2_Q3	59991	59991	1.000000	1630.373406
T1468B_04122007_D1_D2	82416	82416	1.000000	8045.431676
T1468B_30092014_Q2_Q3	79771	79771	1.000000	8145.024696
T1469A_12122007_D1_D2	85283	85283	1.000000	24951.127364
T1469A_16042014_Q2_Q3	76112	76112	1.000000	2973.405508
T1469A_8072007_D1_D2	78629	78629	1.000000	31333.267191
T1469B_12122007_D1_D2	84247	84247	1.000000	15168.320854
T1469B_16042014_Q2_Q3	74105	74105	1.000000	3506.693435
T1469B_8072007_D1_D2	80599	80599	1.000000	36445.606447
T1472A_15042014_Q2_Q3	81842	81842	1.000000	13143.127343
T1472A_22062008_D1_D2	88258	88258	1.000000	17841.576095
T1472A_25022007_D1_D2	67383	67383	1.000000	7547.548684
T1472B_15042014_Q2_Q3	75373	75373	1.000000	15097.686413
T1472B_22062008_D1_D2	87916	87916	1.000000	15586.537706
T1477A_18012016_Q2_Q3	83204	83204	1.000000	17667.190183
T1477A_26072007_D1_D2	76847	76847	1.000000	55434.096516
T1477A_9072008_D1_D2	86844	86844	1.000000	15125.954171
T1477B_26072007_D1_D2	79190	79190	1.000000	10323.924801
T1477B_9072008_D1_D2	87631	87631	1.000000	21889.464904
T1488A_15072014_Q2_Q3	62266	62266	1.000000	10912.563132
T1488A_25102007_D1_D2	84661	84661	1.000000	11815.043420
T1488B_15072014_Q2_Q3	68044	68044	1.000000	1998.347172
T1488B_25102007_D1_D2	79536	79536	1.000000	17362.599578
T1490A_2012008_D1_D2	78539	78539	1.000000	2132.132291
T1490A_8072015_Q2_Q3	78789	78789	1.000000	4388.195192
T1490B_2012008_D1_D2	86210	86210	1.000000	10970.716413
T1490B_8072015_Q2_Q3	68709	68709	1.000000	2121.109462
T1497A_15042014_Q2_Q3	69845	69845	1.000000	2724.293020
T1497B_15042014_Q2_Q3	74181	74181	1.000000	2689.174492
T1500A_21012008_D1_D2	84728	84728	1.000000	14238.556675
T1500A_23042007_D1_D2	83783	83783	1.000000	25796.422890
T1500A_29092014_Q2_Q3	73554	73554	1.000000	2583.572505
T1500B_21012008_D1_D2	84078	84078	1.000000	21766.734508
T1500B_29092014_Q2_Q3	68136	68136	1.000000	1539.931299
T1512A_10042007_D1_D2	82309	82309	1.000000	18260.352294
T1512A_14042008_D1_D2	88270	88270	1.000000	14100.548488
T1512A_29092014_Q2_Q3	71756	71756	1.000000	1244.772367
T1512B_10042007_D1_D2	79227	79227	1.000000	12224.911369
T1512B_14042008_D1_D2	88229	88229	1.000000	14034.163461
T1512B_29092014_Q2_Q3	64490	64490	1.000000	1142.542301
T1513A_19042007_D1_D2	77984	77984	1.000000	15670.801190
T1513A_29092014_Q2_Q3	74402	74402	1.000000	3123.669565
T1513B_19042007_D1_D2	80604	80604	1.000000	41457.194023
T1513B_29092014_Q2_Q3	74720	74720	1.000000	2219.364628
T1516A_1072015_Q2_Q3	76392	76392	1.000000	3133.532163
T1516A_14052007_D1_D2	80675	80675	1.000000	41216.846260
T1516B_1072015_Q2_Q3	62144	62144	1.000000	928.653724
T1516B_14052007_D1_D2	81172	81172	1.000000	44404.417176
T1522A_1062007_D1_D2	81685	81685	1.000000	20031.205460
T1522A_12042015_Q2_Q3	67556	67556	1.000000	2177.552268
T1522B_1062007_D1_D2	84228	84228	1.000000	34306.542670
T1522B_12042015_Q2_Q3	76670	76670	1.000000	2964.579497
T1525A_10052007_D1_D2	80113	80113	1.000000	19204.596832
T1525A_16042014_Q2_Q3	77973	77973	1.000000	3632.030357
T1525A_20042008_D1_D2	85951	85951	1.000000	6678.978930
T1525B_10052007_D1_D2	84539	84539	1.000000	59549.201102
T1525B_16042014_Q2_Q3	73374	73374	1.000000	2537.614891
T1525B_20042008_D1_D2	86324	86324	1.000000	9190.651557
T1529A_01102014_Q2_Q3	67196	67196	1.000000	1310.418209
T1529A_08052008_D1_D2	88284	88284	1.000000	29311.964229
T1529A_13042007_D1_D2	64669	64669	1.000000	16649.881613
T1529B_01102014_Q2_Q3	54273	54273	1.000000	863.965066
T1529B_08052008_D1_D2	84862	84862	1.000000	21589.544013
T1529B_13042007_D1_D2	70568	70568	1.000000	19156.153979
T1535A_14042014_Q2_Q3	78572	78572	1.000000	4655.712544
T1535A_29042007_D1_D2	73822	73822	1.000000	21770.411043
T1535B_14042014_Q2_Q3	76295	76295	1.000000	6286.634353
T1535B_29042007_D1_D2	72893	72893	1.000000	22257.399682
T1542A_17052007_D1_D2	77414	77414	1.000000	11670.436368
T1542A_2072015_Q2_Q3	60330	60330	1.000000	2942.179712
T1542A_25022009_D1_D2	85793	85793	1.000000	11735.250393
T1542B_17052007_D1_D2	69821	69821	1.000000	1880.713252
T1542B_2072015_Q2_Q3	74095	74095	1.000000	6489.937931
T1542B_25022009_D1_D2	84794	84794	1.000000	13022.194589
T1551A_7032008_D1_D2	83120	83120	1.000000	11243.560479
T1551A_9072015_Q2_Q3	42876	42876	1.000000	8867.588324
T1551B_7032008_D1_D2	86668	86668	1.000000	35945.439620
T1551B_9072015_Q2_Q3	48528	48528	1.000000	3195.360349
T1553A_02102014_Q2_Q3	63151	63151	1.000000	3217.956216
T1553A_30052008_D1_D2	87919	87919	1.000000	9756.430715
T1553B_02102014_Q2_Q3	71367	71367	1.000000	3863.129037
T1553B_30052008_D1_D2	88155	88155	1.000000	8511.869412
T1556A_17122007_D1_D2	78951	78951	1.000000	3433.172879
T1556B_17122007_D1_D2	80372	80372	1.000000	4401.436234
T1556B_30092014_Q2_Q3	56933	56933	1.000000	2643.202975
T1557A_3072015_Q2_Q3	46536	46536	1.000000	755.584687
T1557A_31052007_D1_D2	72943	72943	1.000000	15208.820984
T1557A_5112007_D1_D2	82071	82071	1.000000	16863.017180
T1557B_31052007_D1_D2	79259	79259	1.000000	34666.475567
T1557B_5112007_D1_D2	83201	83201	1.000000	21480.602998
T1558A_19062008_D1_D2	84690	84690	1.000000	5486.727264
T1558A_8072015_Q2_Q3	65742	65742	1.000000	1189.024292
T1558B_19062008_D1_D2	67149	67149	1.000000	1233.020760
T1558B_8072015_Q2_Q3	52000	52000	1.000000	2737.345481
T1560A_02102014_Q2_Q3	66552	66552	1.000000	2158.738655
T1560A_21012008_D1_D2	84449	84449	1.000000	4031.369501
T1560B_02102014_Q2_Q3	73401	73401	1.000000	2347.842591
T1560B_21012008_D1_D2	82450	82450	1.000000	2946.757793
T1561A_11072007_D1_D2	81707	81707	1.000000	27927.137381
T1561A_7072015_Q2_Q3	55572	55572	1.000000	925.110721
T1561A_8012008_D1_D2	80285	80285	1.000000	6764.539266
T1561B_11072007_D1_D2	81276	81276	1.000000	40525.834896
T1561B_7072015_Q2_Q3	57117	57117	1.000000	2736.300856
T1566A_12062007_D1_D2	80870	80870	1.000000	5886.191072
T1566A_17122007_D1_D2	86967	86967	1.000000	16821.482424
T1566B_12062007_D1_D2	84738	84738	1.000000	17734.135889
T1566B_17122007_D1_D2	87353	87353	1.000000	9532.896592
T1566B_19012016_Q2_Q3	75476	75476	1.000000	2924.416808
T1567A_01102014_Q2_Q3	67698	67698	1.000000	1864.189503
T1567A_07062007_D1_D2	70092	70092	1.000000	7956.888732
T1567A_26112007_D1_D2	81090	81090	1.000000	5796.424208
T1567B_01102014_Q2_Q3	57958	57958	1.000000	2690.617792
T1567B_07062007_D1_D2	69172	69172	1.000000	8547.108498
T1567B_26112007_D1_D2	81740	81740	1.000000	9733.358050
T1585A_20042015_Q2_Q3	71657	71657	1.000000	3290.772527
T1585A_3122008_D1_D2	82874	82874	1.000000	5350.341024
T1585A_5092007_D1_D2	66510	66510	1.000000	14532.344444
T1585B_20042015_Q2_Q3	78213	78213	1.000000	3758.147597
T1585B_3122008_D1_D2	87503	87503	1.000000	16092.924803
T1586A_13022008_D1_D2	86903	86903	1.000000	7708.272419
T1586A_2072015_Q2_Q3	66429	66429	1.000000	2055.774361
T1586A_21062007_D1	81387	81387	1.000000	75352.017718
T1586B_13022008_D1_D2	86015	86015	1.000000	7617.936383
T1586B_2072015_Q2_Q3	76864	76864	1.000000	3085.235442
T1586B_21062007_D1_D2	79938	79938	1.000000	22943.637106
T1587A_21052008_D1_D2	83424	83424	1.000000	5635.276647
T1587A_3072015_Q2_Q3	59955	59955	1.000000	1114.784839
T1587B_21052008_D1_D2	84194	84194	1.000000	5563.127753
T1593A_13052008_D1_D2	86217	86217	1.000000	18227.837178
T1593A_15042014_Q2_Q3	78726	78726	1.000000	7612.321114
T1593A_2092007_D1_D2	82679	82679	1.000000	37889.472333
T1593B_13052008_D1_D2	84469	84469	1.000000	13461.752288
T1593B_15042014_Q2_Q3	84524	84524	1.000000	14502.914308
T1593B_2092007_D1_D2	80585	80585	1.000000	35778.364075
T1594A_23072007_D1_D2	75347	75347	1.000000	16433.301697
T1594A_24042015_Q2_Q3	66945	66945	1.000000	1520.442766
T1594A_4072008_D1_D2	87276	87276	1.000000	9761.281498
T1594B_23072007_D1_D2	78491	78491	1.000000	56793.686652
T1594B_24042015_Q2_Q3	77715	77715	1.000000	4219.745828
T1594B_D1_D2_4072008	86605	86605	1.000000	12185.978904
T1602A_10082007_D1_D2	68013	68013	1.000000	4439.101657
T1602A_18072014_Q2_Q3	83562	83562	1.000000	5798.197398
T1602A_28032008_D1_D2	76641	76641	1.000000	2574.900915
T1602B_10082007_D1_D2	64141	64141	1.000000	3546.869958
T1602B_18072014_Q2_Q3	78825	78825	1.000000	6135.750549
T1602B_28032008_D1_D2	83855	83855	1.000000	16751.688367
T1604A_15042014_Q2_Q3	81989	81989	1.000000	5803.561917
T1604A_7102007_D1_D2	77923	77923	1.000000	45579.515945
T1604B_15042014_Q2_Q3	82016	82016	1.000000	6288.615660
T1604B_7102007_D1_D2	79376	79376	1.000000	43431.376562
T1606A_1072015_Q2_Q3	72913	72913	1.000000	1546.939723
T1606A_31032008_D1_D2	87515	87515	1.000000	14561.359253
T1606B_1072015_Q2_Q3	60711	60711	1.000000	928.928250
T1606B_31032008_D1_D2	84119	84119	1.000000	9954.460086
T1607A_01102014_Q2_Q3	60877	60877	1.000000	3638.410188
T1607A_15012009_D1_D2	85187	85187	1.000000	21489.714452
T1607B_01102014_Q2_Q3	49610	49610	1.000000	2764.855493
T1607B_15012009_D1_D2	84690	84690	1.000000	15458.525032
T1607B_23072007_D1_D2	74515	74515	1.000000	10021.150936
T1611A_21012016_Q2_Q3	51888	51888	1.000000	1095.030431
T1611B_29082007_D1_D2	81296	81296	1.000000	20027.509718
T1615A_02102014_Q2_Q3	20626	20626	1.000000	2776.373849
T1615A_13112008_D1_D2	84413	84413	1.000000	33071.192755
T1615B_02102014_Q2_Q3	41939	41939	1.000000	9773.433821
T1615B_13112008_D1_D2	77905	77905	1.000000	10248.898440
T1620A_14082008_D1_D2	81089	81089	1.000000	6048.022740
T1620A_8102007_D1_D2	82718	82718	1.000000	30772.209326
T1620A_9042015_Q2_Q3	54399	54399	1.000000	2286.174139
T1620B_14082008_D1_D2	82837	82837	1.000000	12020.157888
T1620B_8102007_D1_D2	82104	82104	1.000000	25911.026954
T1620B_9042015_Q2_Q3	42291	42291	1.000000	1675.140999
T1622A_19102007_D1_D2	82258	82258	1.000000	24582.108512
T1622A_30092014_Q2_Q3	78182	78182	1.000000	3574.134315
T1622B_19102007_D1_D2	83745	83745	1.000000	9421.174649
T1622B_30092014_Q2_Q3	71162	71162	1.000000	2447.040401
T1623A_03102014_Q2_Q3	48140	48140	1.000000	771.762090
T1623A_14042008_D1_D2	82407	82407	1.000000	10906.223549
T1623A_18102007_D1_D2	73677	73677	1.000000	7847.169605
T1623B_03102014_Q2_Q3	57136	57136	1.000000	977.185417
T1623B_14042008_D1_D2	85580	85580	1.000000	11877.567983
T1623B_18102007_D1_D2	74387	74387	1.000000	5238.829997
T1624A_26082008_D1_D2	77166	77166	1.000000	19838.512855
T1624A_26092007_D1_D2	75176	75176	1.000000	38806.485181
T1624A_8072015_Q2_Q3	44475	44475	1.000000	2721.048117
T1624B_26082008_D1_D2	75642	75642	1.000000	16438.823022
T1624B_26092007_D1_D2	78671	78671	1.000000	48232.073458
T1624B_8072015_Q2_Q3	30104	30104	1.000000	1059.848990
T1629B_17072014_Q2_Q3	83487	83487	1.000000	12638.269563
T1629B_18012008_D1_D2	81075	81075	1.000000	57096.403269
T1634A_01102014_Q2_Q3	64675	64675	1.000000	3131.200881
T1634B_01102014_Q2_Q3	55659	55659	1.000000	1429.446451
T1635A_13112007_D1_D2	83692	83692	1.000000	30597.894948
T1635A_21012016_Q2_Q3	66456	66456	1.000000	3498.631049
T1635A_23042009_D1_D2	87644	87644	1.000000	15584.238396
T1635B_13112007_D1_D2	83230	83230	1.000000	36103.742377
T1635B_23042009_D1_D2	88271	88271	1.000000	18597.086506
T1636A_30062015_Q2_Q3	80845	80845	1.000000	5442.270023
T1636A_7012008_D1_D2	79824	79824	1.000000	22671.576280
T1636A_8072008_D1_D2	84956	84956	1.000000	9326.635894
T1636B_Q2_Q3_30062015	69706	69706	1.000000	1803.980303
T1636B_7012008_D1_D2	81502	81502	1.000000	22280.087556
T1636B_8072008_D1_D2	79960	79960	1.000000	10570.843059
T1638A_2092008_D1_D2	87465	87465	1.000000	10470.104453
T1638A_3072015_Q2_Q3	82509	82509	1.000000	3786.433468
T1638B_2092008_D1_D2	86287	86287	1.000000	10108.117932
T1638B_3072015_Q2_Q3	74631	74631	1.000000	1978.182659
T1644A_11082009_D1_D2	85263	85263	1.000000	22018.665036
T1644A_21042008_D1_D2	80958	80958	1.000000	26829.882766
T1644A_30092014_Q2_Q3	37352	37352	1.000000	1135.311309
T1644B_11082009_D1_D2	85423	85423	1.000000	12590.510296
T1644B_21042008_D1_D2	72363	72363	1.000000	4377.864074
T1644B_30092014_Q2_Q3	59001	59001	1.000000	1189.692734
T1647A_30062015_Q2_Q3	73496	73496	1.000000	5283.945630
T1648A_03102014_Q2_Q3	69513	69513	1.000000	2620.034914
T1648A_16062009_D1_D2	77536	77536	1.000000	2421.721304
T1648B_03102014_Q2_Q3	75729	75729	1.000000	1880.722946
T1648B_14042008_D1_D2	73836	73836	1.000000	19190.835351
T1648B_16062009_D1_D2	67366	67366	1.000000	1187.059065
T1649A_28092015_Q2_Q3	67075	67075	1.000000	2793.598658
T1649B_28032008_D1_D2	82387	82387	1.000000	10232.871315
T1649B_28092015_Q2_Q3	57122	57122	1.000000	1844.373534
T1653A_12082008_D1_D2	61035	61035	1.000000	8247.449545
